lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,total_of_special_requests
36,0,5,2,0,0,0,0,0,0,1
8,0,2,1,0,0,0,0,0,0,0
92,1,1,1,0,0,0,0,0,0,3
10,0,1,3,0,0,0,0,0,0,2
97,1,3,2,0,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0
13,2,2,2,0,0,0,0,0,0,2
97,0,2,2,0,0,0,0,0,0,0
35,2,5,2,0,0,0,0,0,0,2
12,2,2,2,2,0,0,0,0,0,1
130,0,2,2,0,0,0,0,0,0,0
167,0,1,2,0,0,0,0,0,0,2
0,1,0,2,0,0,0,0,1,0,0
5,1,0,1,0,0,0,0,0,0,0
77,2,3,2,0,0,0,0,0,0,3
37,0,1,2,0,0,0,0,0,0,0
51,1,2,2,0,0,0,0,0,0,0
10,1,0,2,0,0,0,0,0,0,1
10,0,2,2,0,0,0,0,1,0,0
140,0,1,2,0,0,0,0,0,0,2
85,2,5,2,0,0,0,0,1,0,0
85,2,3,3,0,0,0,0,1,0,0
31,0,2,3,0,0,0,0,0,0,1
37,0,2,2,0,0,0,0,0,0,1
305,4,10,2,0,0,0,0,1,0,0
59,0,1,2,0,0,0,0,0,0,0
18,2,2,2,0,0,0,0,0,0,0
82,2,5,2,0,0,0,0,0,0,0
102,0,4,3,0,0,0,0,0,0,0
42,0,1,2,0,0,0,0,1,0,0
105,2,6,2,0,0,0,0,1,0,0
50,2,2,2,0,0,0,0,0,0,1
1,0,2,2,0,0,0,0,0,0,1
231,4,10,2,0,0,0,0,0,0,1
0,0,2,1,0,0,0,0,0,0,0
4,2,4,1,0,0,0,0,1,0,0
84,0,4,3,0,0,0,0,0,0,3
62,2,1,3,0,0,0,0,0,0,0
31,6,16,1,0,0,0,0,0,0,1
96,0,3,2,0,0,0,0,0,0,0
1,0,1,2,0,0,0,0,0,0,0
3,0,2,3,0,0,0,0,0,0,0
128,0,3,3,0,0,0,0,0,0,1
174,1,5,3,0,0,0,0,0,0,1
12,4,8,2,0,0,0,0,0,0,1
81,2,2,1,0,0,0,0,0,0,1
0,0,1,2,0,0,0,0,0,0,0
90,0,3,2,0,0,0,0,0,0,0
78,2,2,2,0,0,0,0,0,0,0
145,2,2,2,0,0,0,0,0,0,1
40,1,0,1,0,0,0,0,1,0,1
136,3,7,2,0,0,0,0,0,0,1
66,2,3,2,0,0,0,0,0,0,3
31,0,3,2,0,0,0,0,0,0,1
257,2,5,2,0,0,0,0,2,0,1
63,0,5,2,0,0,0,0,1,0,0
4,0,1,1,0,0,0,3,0,0,0
67,2,4,2,0,0,0,0,0,0,2
125,3,8,2,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
47,2,1,2,1,1,0,0,1,0,0
64,2,5,2,0,0,0,0,0,0,0
161,4,10,2,0,0,0,0,0,0,0
2,0,2,2,0,0,0,0,1,0,0
52,2,5,2,1,0,0,0,2,0,0
62,2,3,2,0,0,0,0,0,0,1
45,2,1,2,0,0,0,0,0,0,0
13,2,1,2,0,0,0,0,0,0,1
54,0,2,3,0,0,0,0,0,0,1
144,3,6,1,0,0,0,0,0,0,1
78,0,1,1,0,0,0,0,2,0,2
8,1,0,2,0,0,0,0,0,0,1
36,0,1,2,0,0,0,0,0,0,1
5,0,2,2,1,0,0,0,1,0,0
116,2,1,2,0,0,0,0,1,0,0
16,1,3,1,0,0,0,0,0,0,0
0,1,3,1,0,0,0,2,1,0,0
29,2,5,2,0,0,0,0,1,0,0
50,0,4,2,0,0,0,0,0,0,0
13,2,1,2,0,0,0,0,0,0,0
47,0,4,2,0,0,0,0,0,0,1
53,4,10,2,0,0,0,0,0,0,1
2,0,3,2,0,0,0,0,0,0,1
225,2,5,2,0,0,0,0,0,0,0
6,0,2,2,0,0,0,0,0,0,2
19,0,3,2,2,0,0,0,0,0,1
160,0,3,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,3,0,0,0
79,0,1,1,0,0,0,0,1,0,0
242,4,10,2,0,0,0,0,1,0,2
10,0,1,2,0,0,0,0,0,0,3
150,2,3,2,1,0,0,0,0,0,1
6,1,0,1,0,0,0,0,0,0,1
63,0,2,1,0,0,0,0,1,0,0
88,0,2,2,0,0,0,0,0,0,0
60,2,5,2,0,0,0,0,0,0,1
4,1,0,2,0,0,0,0,0,0,1
3,1,3,1,0,0,6,67,1,0,1
17,2,1,1,0,0,0,0,1,0,0
105,1,1,2,0,0,0,0,0,0,0
81,0,3,3,0,0,0,0,0,0,0
271,2,1,2,0,0,0,0,0,0,0
161,1,0,2,0,0,0,0,0,0,0
154,2,8,2,0,0,0,0,0,0,0
0,0,3,2,0,0,0,1,1,0,1
2,0,1,2,0,0,0,0,0,0,1
4,0,3,2,0,0,0,0,1,0,0
172,0,2,1,0,0,0,0,0,0,0
364,3,7,2,0,0,0,0,0,0,0
32,0,1,2,1,0,0,0,1,0,0
27,1,2,3,0,0,0,0,0,0,2
46,2,0,2,0,1,0,0,1,0,2
0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
94,1,3,2,0,0,0,0,0,0,0
365,1,0,2,0,0,0,0,0,0,2
157,2,5,2,0,0,0,0,2,0,2
30,2,3,2,2,0,0,0,0,0,0
31,5,10,2,0,0,0,0,5,0,0
37,4,10,2,0,0,0,0,0,0,2
8,2,2,2,0,0,0,0,0,0,0
120,2,6,2,0,0,0,2,1,0,1
0,0,1,2,0,0,0,0,0,0,0
85,0,3,2,0,0,0,0,0,0,1
4,0,1,2,0,0,0,0,0,0,0
25,0,1,2,0,0,0,0,1,0,0
173,2,4,2,0,0,0,0,0,0,0
176,0,1,2,0,0,0,0,0,0,1
12,1,0,1,0,0,0,0,0,0,1
50,0,1,2,0,0,0,0,0,0,1
168,0,5,1,0,0,0,0,0,0,1
130,0,1,2,2,0,0,0,0,0,0
0,0,2,2,0,0,0,0,0,0,0
123,2,3,2,0,0,0,0,4,0,0
15,0,1,2,0,0,0,0,0,0,1
78,2,3,2,0,0,0,0,0,0,0
29,0,1,1,0,0,0,0,0,0,0
59,1,2,2,0,0,0,0,0,0,1
101,0,1,1,0,0,0,0,0,0,1
44,0,4,2,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
359,2,2,1,0,0,0,0,0,0,0
98,1,4,2,0,0,0,0,3,0,1
15,2,5,2,0,0,0,0,0,0,0
132,2,1,3,0,0,0,0,0,0,0
131,0,4,2,0,0,0,0,0,0,0
1,0,1,2,0,0,0,0,0,0,1
149,0,3,2,0,0,0,0,0,0,2
39,1,3,1,0,0,0,0,0,0,0
6,2,1,1,0,0,0,0,0,0,0
268,2,5,2,0,0,0,0,0,0,0
11,0,2,2,0,0,0,0,0,0,1
115,0,2,2,0,0,0,0,0,0,1
54,1,5,2,0,0,0,0,0,0,0
59,0,2,1,0,0,0,0,0,0,0
111,1,0,1,0,0,0,0,0,0,0
78,1,2,2,0,0,0,0,0,0,0
162,2,5,2,0,0,0,0,0,0,0
195,0,2,2,0,0,0,0,0,0,1
12,0,1,1,0,0,0,0,0,0,0
16,0,2,2,0,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,0,0
161,1,3,2,0,0,0,0,0,0,0
201,2,5,2,0,0,0,0,0,0,1
13,2,1,2,0,0,0,0,0,0,1
116,2,1,1,0,0,0,0,0,0,2
29,1,4,3,0,0,0,0,0,0,3
48,0,2,2,0,0,0,0,0,0,2
70,0,4,1,0,0,0,0,0,0,0
68,0,2,2,0,0,0,0,0,0,3
2,0,1,1,0,0,0,3,3,0,1
82,2,5,2,0,0,0,0,0,0,2
93,2,1,2,0,0,1,0,0,0,1
16,0,1,2,0,0,0,0,0,0,0
245,2,4,1,0,0,0,0,0,0,0
38,2,4,1,0,0,0,0,0,0,0
127,1,3,2,0,0,0,0,0,0,0
34,2,5,2,0,0,0,0,0,0,4
42,2,5,2,0,0,0,0,0,0,0
137,4,6,2,0,0,0,0,0,0,2
258,1,0,2,0,0,0,0,0,0,2
1,0,1,2,0,0,0,1,0,0,1
86,0,2,1,0,0,0,0,1,0,0
364,1,4,2,0,0,0,0,3,0,0
21,2,4,2,0,0,0,0,0,0,1
238,2,5,2,0,0,0,0,0,0,1
1,0,3,1,0,0,0,9,0,0,1
324,2,4,2,2,0,0,0,0,0,1
69,2,5,2,0,0,0,0,0,0,1
238,1,5,1,0,0,0,0,2,0,0
38,2,6,2,0,0,0,0,1,0,0
158,2,1,3,0,0,0,0,0,0,2
267,2,4,1,0,0,0,0,0,0,1
108,2,2,1,0,0,0,0,0,0,1
11,2,1,2,0,0,0,0,0,0,0
36,0,2,2,0,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,0,0
95,2,5,2,0,0,0,0,0,0,1
16,2,2,2,0,0,0,0,0,0,1
3,0,1,3,0,0,0,0,0,0,1
4,0,2,2,0,0,0,0,0,0,2
131,2,3,2,0,0,0,0,0,0,0
70,1,3,2,0,0,0,0,0,0,0
149,2,5,2,0,0,0,0,0,0,0
26,0,2,2,0,0,0,0,0,0,0
3,1,1,2,0,0,0,0,2,0,0
59,1,3,2,0,0,0,0,1,0,0
67,0,3,2,0,0,0,0,0,0,1
172,1,5,2,0,0,0,0,0,0,0
13,0,2,1,0,0,1,7,0,0,0
190,2,2,2,0,0,0,0,2,0,3
51,1,0,2,0,0,0,0,0,0,1
79,1,2,2,0,0,0,0,0,0,0
221,1,1,2,0,0,0,0,0,0,0
74,0,1,2,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,0,0,1
10,0,0,3,0,0,0,0,0,0,2
47,0,4,2,0,0,0,0,0,0,1
171,2,5,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
151,2,7,2,0,0,0,0,0,0,0
47,3,6,2,0,0,0,0,0,0,2
79,2,5,2,0,0,0,0,0,0,0
5,0,3,2,2,0,0,0,0,0,0
75,1,1,2,0,0,0,0,0,0,1
117,2,2,3,0,0,0,0,0,0,2
336,0,2,2,0,0,1,0,0,0,0
110,4,7,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
2,0,1,2,0,0,0,0,0,0,1
131,2,6,2,0,1,0,0,1,0,1
69,0,3,2,0,0,0,0,0,0,1
40,2,2,1,0,0,0,0,0,0,0
92,0,2,2,0,0,0,0,0,0,0
91,2,4,2,1,0,0,0,3,0,1
3,0,1,2,0,0,0,0,0,0,2
33,1,1,2,0,0,0,0,0,0,2
115,0,3,2,0,0,0,0,0,0,0
30,0,2,2,0,0,0,0,0,0,1
117,2,2,3,0,0,0,0,0,0,1
0,1,1,2,0,0,0,0,0,0,0
121,1,3,0,2,0,0,0,1,0,2
66,0,4,2,0,1,0,0,0,0,3
150,2,2,2,0,0,0,0,0,0,0
51,1,1,2,0,0,0,0,0,0,1
67,1,2,2,0,0,0,0,0,0,1
113,3,6,3,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,1,0,0
123,1,5,2,0,0,0,0,0,0,1
37,1,3,2,0,0,0,0,0,0,0
14,0,3,1,0,0,0,0,0,0,1
130,2,1,2,0,0,0,0,0,0,1
117,0,1,1,0,0,0,0,0,0,1
5,0,1,2,1,0,0,0,0,0,2
224,2,5,2,0,0,0,0,0,0,0
2,0,2,1,0,0,0,0,0,0,0
37,0,1,2,0,0,0,0,0,0,1
183,0,4,3,0,0,0,0,0,0,2
4,1,0,2,0,0,0,0,0,0,0
42,2,5,2,0,0,0,0,1,0,1
346,0,1,1,0,0,0,0,0,0,2
127,2,5,2,0,0,0,0,0,0,1
15,1,2,1,0,0,0,0,0,0,1
10,0,1,2,0,0,0,0,0,0,0
34,0,1,2,0,0,0,0,0,0,1
124,1,2,2,0,0,0,0,2,0,1
96,0,4,2,0,0,0,0,0,0,1
146,2,3,3,0,0,0,0,0,0,1
59,0,3,2,0,0,0,0,0,0,2
16,2,2,2,0,0,0,0,0,0,0
60,1,1,2,0,0,0,0,0,0,1
243,0,3,2,0,0,0,0,0,0,2
35,0,2,2,0,0,0,0,0,0,1
130,2,6,2,0,0,0,0,0,0,1
72,2,5,2,0,0,0,0,0,0,1
77,0,3,3,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
8,1,3,2,2,0,0,0,1,0,0
3,0,3,1,2,0,0,0,1,0,0
5,0,1,2,0,0,0,0,0,0,3
0,2,1,2,1,0,0,0,0,0,2
45,1,0,2,0,0,0,0,1,0,1
3,3,7,2,0,0,0,0,0,0,3
197,1,1,1,0,0,0,0,1,0,0
22,0,4,2,0,0,0,0,0,0,1
1,1,0,2,0,0,0,0,0,0,1
71,0,1,3,0,0,0,32,0,0,4
292,0,3,2,0,0,0,0,1,0,0
198,2,2,2,0,0,0,0,0,0,1
208,2,5,2,0,0,0,0,0,0,0
87,2,3,2,0,0,0,0,0,0,0
23,1,0,1,0,0,0,0,0,0,1
0,1,0,2,0,0,0,0,0,0,1
34,1,0,2,0,0,0,0,0,0,1
7,0,1,2,0,0,0,0,0,0,1
0,0,1,2,2,0,0,0,0,0,0
237,1,3,2,0,0,0,0,0,0,1
3,2,1,2,0,0,0,0,2,0,1
65,1,1,2,0,0,0,0,0,0,0
15,0,1,2,0,0,0,0,0,0,0
70,2,1,3,0,0,0,0,0,0,2
0,2,1,2,0,0,0,0,0,0,0
8,2,5,2,0,0,0,0,0,0,0
52,1,2,2,0,0,0,0,0,0,0
21,2,5,2,0,0,0,0,0,0,2
73,2,4,2,0,0,0,0,0,0,0
63,0,1,2,0,0,0,0,0,0,1
0,0,1,2,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,1,0,2
150,1,1,3,0,0,0,0,0,0,0
51,0,2,2,0,0,0,0,0,0,1
4,1,1,1,0,0,0,0,0,0,0
205,0,2,2,0,0,0,0,0,0,1
189,1,4,2,0,0,0,0,0,0,1
1,1,0,2,0,0,0,0,0,0,0
167,2,5,2,0,0,0,0,0,0,1
15,0,4,2,0,0,0,0,0,0,2
0,2,2,3,0,0,0,0,2,0,0
192,1,2,2,0,0,0,0,0,0,1
258,1,3,2,0,0,0,0,0,0,2
157,2,5,2,0,0,0,0,0,0,1
1,0,0,2,0,0,0,0,1,0,0
47,4,10,2,0,0,0,0,0,0,0
5,1,0,2,0,0,0,0,3,0,1
247,1,1,2,0,0,0,0,0,0,1
11,1,0,1,0,0,0,0,0,0,0
170,0,2,2,0,0,0,0,1,0,0
5,0,1,1,0,0,0,2,1,0,0
85,2,5,2,0,0,0,0,0,0,1
151,1,2,2,0,0,0,0,0,0,2
14,0,1,2,0,0,0,0,0,0,1
79,2,3,2,2,0,0,0,0,0,2
119,2,5,2,0,0,0,0,1,0,2
33,2,3,1,0,0,0,0,0,0,0
10,0,1,2,0,0,0,0,4,0,1
96,0,2,2,0,0,0,0,2,0,1
146,2,1,3,0,0,0,0,0,0,2
225,1,1,3,0,0,0,0,0,0,0
72,1,0,2,0,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0,0,0
68,1,2,2,0,0,0,0,1,0,0
0,0,1,2,0,0,0,2,0,0,0
2,0,2,1,0,0,0,0,1,0,0
12,0,3,1,0,0,0,0,0,0,2
0,0,0,2,0,0,0,0,0,0,0
70,1,2,2,0,0,0,0,0,0,1
183,0,4,2,0,0,0,0,0,0,1
147,1,3,2,1,0,0,0,1,0,2
8,1,0,2,0,0,0,0,0,0,1
8,1,2,2,0,0,0,0,5,0,0
45,2,2,2,0,0,0,0,0,0,0
152,1,2,2,0,0,0,0,0,0,1
179,2,2,1,0,0,0,0,0,0,1
49,2,2,1,0,0,0,0,0,0,0
91,2,0,2,1,0,0,0,0,0,0
234,1,2,1,0,0,0,0,0,0,1
3,1,0,2,0,0,0,0,0,0,1
184,2,5,2,0,0,0,0,0,0,0
1,1,0,2,0,0,0,0,0,0,0
80,1,3,3,0,0,0,0,1,0,1
94,2,2,2,0,0,0,0,0,0,1
14,0,1,1,0,0,0,0,0,0,0
59,0,2,2,0,0,0,0,0,0,0
115,1,5,2,0,0,0,0,0,0,0
4,0,2,2,0,0,0,0,0,0,0
160,3,7,2,0,0,0,0,1,0,2
17,2,6,2,0,0,0,0,0,0,0
108,1,2,2,0,0,0,0,0,0,2
9,1,4,2,0,0,0,0,0,0,0
33,1,2,2,0,0,0,0,0,0,2
180,0,4,2,0,0,0,0,3,0,1
16,2,3,2,0,0,0,1,0,0,2
226,0,4,2,0,0,1,0,0,0,1
62,0,4,2,0,0,0,0,0,0,1
118,0,1,1,0,0,0,0,0,0,0
144,2,5,3,0,0,0,0,0,0,0
15,2,0,2,0,0,0,0,1,0,0
6,0,1,2,0,0,0,0,0,0,0
156,2,5,1,0,0,0,0,0,0,0
190,1,4,1,0,0,0,0,1,0,0
1,1,2,2,0,0,0,0,0,0,1
90,2,5,2,0,0,0,0,0,0,0
71,2,1,2,0,0,0,0,1,0,0
72,1,3,2,0,0,0,0,0,0,0
11,1,0,2,1,0,0,0,1,0,1
50,0,1,2,0,0,0,0,0,0,1
69,2,2,2,1,0,0,0,0,0,1
29,0,4,2,0,0,0,0,0,0,2
18,0,2,2,2,0,0,0,0,0,0
80,1,2,1,0,0,0,0,0,0,0
30,1,0,2,2,0,0,0,0,0,1
42,2,3,3,0,0,0,0,0,0,0
4,0,2,2,0,0,0,0,1,0,0
24,1,2,2,0,0,0,0,0,0,1
40,0,1,1,0,0,0,0,1,0,0
60,2,0,2,0,0,0,0,0,0,1
43,0,2,2,0,0,0,0,0,0,1
113,2,3,2,0,0,0,0,0,0,1
207,1,2,2,0,0,0,0,0,0,1
91,0,2,2,0,0,0,0,0,0,1
139,2,4,2,0,0,0,0,0,0,0
49,1,2,2,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
52,0,3,2,0,0,0,0,0,0,0
7,2,6,1,0,0,5,50,0,0,0
0,1,0,1,0,0,0,0,0,0,0
28,0,2,3,0,0,0,0,0,0,1
46,0,2,2,0,0,0,0,0,0,0
141,0,2,2,0,0,0,0,0,0,0
220,1,0,1,0,0,0,0,1,0,0
41,1,2,1,0,0,0,0,0,0,0
12,2,2,2,1,0,0,0,0,0,0
1,0,1,1,0,0,0,0,1,0,0
86,0,2,2,0,0,0,0,0,0,0
33,4,9,2,0,0,0,0,0,0,0
3,2,3,1,0,0,0,0,0,0,0
16,2,3,2,0,0,0,0,0,0,1
314,0,2,2,0,0,1,0,0,0,0
26,2,3,2,0,0,0,0,0,0,1
80,0,2,2,0,0,0,0,0,0,2
146,2,5,2,0,0,0,0,0,0,2
48,2,0,2,0,0,0,0,0,0,1
27,0,4,3,0,0,0,0,0,0,1
27,0,1,2,0,0,0,0,0,0,1
203,2,5,2,0,0,0,0,0,0,0
50,0,3,2,0,0,0,0,0,0,1
54,0,2,3,0,0,0,0,0,0,1
310,1,3,2,0,0,0,0,0,0,2
51,0,1,2,0,0,0,0,0,0,1
118,2,7,2,0,0,0,0,0,0,1
0,1,0,2,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0
272,1,5,2,0,0,0,0,1,0,0
39,3,7,2,0,0,0,0,0,0,1
42,1,3,2,0,0,0,0,0,0,0
101,2,5,1,0,0,0,0,0,0,0
98,2,1,2,2,0,0,0,0,0,1
183,0,3,2,1,0,0,0,0,0,1
39,2,4,2,0,0,0,0,0,0,1
19,0,2,1,0,0,0,0,0,0,1
270,0,4,2,0,0,0,0,0,0,0
16,0,1,1,0,0,0,0,0,0,1
178,2,2,2,0,0,0,0,0,0,1
74,2,5,2,0,0,0,0,0,0,0
3,0,1,2,0,0,0,0,0,0,0
317,1,0,2,0,0,0,0,1,0,2
72,2,3,2,0,0,0,0,0,0,1
128,2,5,3,1,0,0,0,0,0,0
210,1,4,3,0,0,0,0,0,0,0
92,0,3,2,0,0,0,0,0,0,3
0,0,0,2,0,0,0,0,0,0,1
219,2,2,2,0,0,0,0,0,0,0
1,2,0,2,0,0,0,0,0,0,1
2,0,2,1,0,0,0,0,0,0,1
22,2,1,3,0,0,0,0,0,0,0
84,2,1,2,0,0,0,0,0,0,2
214,2,5,2,0,0,0,0,0,0,0
66,2,4,2,2,0,0,0,0,0,0
63,2,4,2,0,0,0,0,0,0,1
53,0,3,2,0,0,0,0,0,0,0
27,2,1,2,0,0,1,0,0,0,0
198,0,3,2,0,0,0,0,0,0,0
73,0,3,1,0,0,0,0,0,0,1
99,2,4,2,0,0,0,0,0,0,1
291,1,5,2,0,0,0,0,2,0,1
12,0,4,2,0,0,0,0,0,0,2
202,2,3,2,0,0,0,0,0,0,2
102,2,3,2,0,0,0,0,0,0,1
75,0,3,2,0,0,0,0,0,0,2
30,0,4,2,0,0,0,0,0,0,1
0,0,1,2,0,0,0,0,0,0,2
70,2,3,1,3,0,0,0,0,0,0
353,0,2,1,0,0,0,0,0,0,2
326,2,8,1,0,0,0,0,1,0,0
54,0,1,2,0,0,0,0,0,0,0
57,2,5,2,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
78,1,5,2,2,0,0,0,0,0,0
199,1,1,2,0,0,0,0,0,0,0
53,2,2,2,0,0,0,0,0,0,2
66,0,2,2,0,0,0,0,1,0,1
57,1,2,2,0,0,0,0,0,0,1
239,1,4,1,0,0,0,0,2,0,1
51,2,5,2,0,0,0,0,0,0,0
86,0,2,2,0,0,0,0,2,0,0
1,0,2,2,0,0,0,0,1,0,1
0,0,0,2,1,0,0,0,0,0,0
324,2,7,2,0,0,0,0,1,0,1
18,2,0,2,0,0,0,0,0,0,1
136,2,2,1,0,0,0,0,1,0,0
45,0,1,2,0,0,0,0,1,0,2
1,2,1,2,0,0,0,0,0,0,0
47,0,4,2,0,0,0,0,0,0,2
158,2,2,3,2,0,0,0,1,0,0
86,0,3,3,0,0,0,0,0,0,1
100,1,3,2,0,0,0,0,0,0,1
0,1,1,2,0,0,0,0,0,0,0
336,0,3,1,0,0,0,0,2,0,0
0,0,1,1,0,0,1,22,0,0,0
46,0,3,2,0,0,0,0,1,0,1
11,2,1,3,0,0,0,0,1,0,1
0,0,1,2,0,0,0,2,0,0,0
131,2,3,2,0,0,0,0,3,0,1
158,1,4,2,0,0,0,0,2,0,1
4,1,1,1,0,0,0,0,0,0,1
182,0,1,3,0,0,0,0,0,0,2
31,0,2,1,0,0,0,0,0,0,1
307,0,1,2,0,0,0,0,1,0,0
145,0,2,2,0,0,0,0,0,0,0
63,0,3,2,0,0,0,0,0,0,1
11,0,2,2,0,0,0,0,0,0,1
12,0,1,3,0,0,0,0,0,0,1
62,0,2,2,0,0,0,0,0,0,0
161,2,4,2,0,0,0,0,0,0,3
147,0,2,2,0,0,0,0,0,0,0
1,1,0,2,0,0,0,0,0,0,0
98,1,2,1,0,0,0,0,0,0,0
134,0,4,2,2,0,0,0,2,0,0
3,1,0,1,0,0,0,0,0,0,0
8,2,2,2,0,0,0,0,0,0,0
222,2,5,1,0,0,0,0,3,0,0
115,2,0,2,0,0,0,0,0,0,2
48,1,0,2,0,0,0,0,0,0,0
74,1,2,2,0,0,0,0,0,0,2
45,1,4,3,0,0,0,0,0,0,3
26,0,5,1,0,0,0,0,0,0,0
33,0,2,1,0,0,0,0,3,0,0
181,2,5,2,0,0,0,0,0,0,1
190,1,1,2,0,0,13,1,0,31,0
176,2,5,2,0,0,0,0,0,0,0
4,0,2,1,0,0,0,0,2,0,0
2,0,1,2,1,0,0,0,0,0,2
5,1,3,2,0,0,1,0,0,0,1
11,2,1,2,0,0,0,0,0,0,0
52,2,5,2,0,0,0,0,0,0,1
147,0,4,2,0,0,0,0,0,0,0
22,1,1,2,0,0,0,0,0,0,0
174,0,5,2,0,0,0,0,1,0,1
177,3,7,2,0,0,0,0,0,0,0
14,0,1,2,0,0,0,0,0,0,0
3,0,1,2,0,0,0,0,0,0,1
78,2,3,2,0,0,0,0,0,0,0
34,2,0,3,0,0,0,0,0,0,1
243,0,4,3,0,0,0,0,2,0,2
146,1,1,2,0,0,0,0,0,0,1
41,0,3,2,0,0,0,0,0,0,2
0,0,1,1,0,0,0,1,0,0,1
62,0,4,2,0,0,0,0,0,0,1
31,0,3,2,0,0,0,0,0,0,1
157,2,5,2,0,0,0,0,1,0,1
80,1,1,2,0,0,0,0,0,0,2
102,2,1,2,0,0,0,0,0,0,2
1,0,1,2,0,0,0,0,0,0,1
276,0,3,2,0,0,0,0,0,178,0
155,1,3,2,0,0,0,0,0,0,2
166,0,2,2,0,0,0,0,0,0,1
164,2,5,2,0,0,0,0,0,0,0
138,1,4,2,2,0,0,0,1,0,0
4,0,2,2,0,0,0,0,0,0,2
11,2,1,2,0,0,0,0,0,0,1
111,2,3,2,0,0,0,0,0,0,0
23,0,1,1,0,0,0,0,0,0,0
8,0,1,2,0,0,11,5,0,0,1
1,0,2,2,0,0,0,0,0,0,1
238,2,5,2,0,0,0,0,0,0,1
11,2,3,2,0,0,0,0,1,0,0
0,0,1,2,0,0,0,0,0,0,0
208,2,1,2,0,0,0,0,1,0,1
2,0,2,3,0,0,0,0,0,0,2
111,0,2,2,0,0,0,0,0,0,0
96,1,2,3,0,0,0,0,0,0,1
44,0,1,2,0,0,0,0,0,0,0
3,2,0,2,0,0,0,0,0,0,0
23,0,4,2,0,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0,0,0
196,2,7,2,0,0,1,0,0,0,2
18,1,0,2,0,0,0,0,0,0,0
7,0,1,2,0,0,0,0,0,0,4
5,0,1,1,0,0,2,6,0,0,0
303,4,10,2,0,0,0,0,0,0,0
7,0,1,2,0,0,0,0,0,0,1
25,1,1,2,0,0,0,0,1,0,0
3,1,2,2,0,0,0,0,2,0,0
68,0,2,2,1,0,0,0,0,0,0
36,2,1,2,0,0,0,0,0,0,0
29,1,3,2,1,0,0,0,0,0,2
3,0,1,1,0,0,0,0,0,0,0
42,1,2,2,0,0,0,0,0,0,0
4,1,1,2,0,0,0,0,0,0,1
27,0,2,1,0,0,0,0,0,0,2
17,0,3,2,0,0,0,0,0,0,0
113,2,1,1,0,0,0,0,0,0,0
342,2,5,1,0,0,0,0,1,125,0
123,0,3,2,0,0,0,0,0,0,0
405,0,1,1,0,0,0,0,0,0,0
2,1,0,2,0,0,0,0,0,0,1
54,2,2,3,0,0,0,0,1,0,1
4,0,1,2,0,0,0,0,0,0,0
16,0,3,2,0,0,0,0,0,0,1
56,1,3,2,0,0,0,0,0,0,2
1,0,2,2,0,0,0,0,0,0,0
76,2,2,2,0,0,0,0,0,0,0
43,0,2,2,1,0,0,0,1,0,2
152,0,1,3,0,0,0,0,0,0,0
16,2,1,2,0,0,0,0,0,0,2
17,0,2,2,0,0,0,0,0,0,1
27,1,3,2,0,0,0,0,0,0,0
128,4,8,2,0,0,0,0,0,0,1
147,1,3,3,0,0,0,0,0,0,0
5,0,1,2,0,0,0,0,0,0,2
221,1,1,2,0,0,0,0,0,0,1
5,0,3,3,0,0,0,0,0,0,3
84,2,5,2,0,0,0,0,0,0,0
173,2,5,2,0,0,0,0,1,0,0
67,2,5,2,0,0,0,0,1,0,1
327,2,4,2,0,0,0,0,0,0,0
131,2,5,2,2,0,0,0,0,0,0
213,0,0,2,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,1
216,0,2,2,0,0,0,0,0,0,1
9,1,4,2,0,0,0,0,0,0,0
7,1,3,2,0,0,0,0,0,0,1
80,0,4,2,0,0,0,0,0,0,1
66,2,5,2,0,0,0,0,0,0,0
122,1,4,2,0,0,0,0,0,0,1
107,2,2,3,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,3,0,0
6,0,1,2,0,0,0,0,0,0,1
8,2,1,2,0,0,0,0,0,0,0
1,0,2,2,0,0,0,0,0,0,1
1,0,1,2,0,0,0,0,0,0,2
